MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,MFCCs_ 4,MFCCs_ 5,MFCCs_ 6,MFCCs_ 7,Family,Genus,Species,RecordID
0.5197770797586165,0.7302325203985153,0.21651433549380866,0.11522085121659306,-0.018976379567636776,-0.12312956336012087,-0.3075234384929374,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5262198742386712,0.5284130955673125,0.2049492506380203,0.005837145032312544,-0.005817370242988049,-0.2004618016734823,-0.15953453957015162,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5016059732200213,0.7241931718899121,0.22800796696294623,0.1316328998274107,-0.026065339881349226,-0.29900011283049727,-0.15872304533649478,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.534213341284782,0.7769104472835522,0.2459632633620766,0.09118796037576804,-0.0009733662523483339,-0.30167614308243745,-0.15240052664729745,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5022415631010487,0.5862296174403117,0.2590042272756068,0.005946216422269711,0.03572144046689723,-0.3847801215206158,-0.12707073564616098,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.6060864860501901,0.8073575020802551,0.2586883844560674,0.14246756599477556,0.01248922774613992,-0.28988485416291754,-0.23948627827998256,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.48109520583368387,0.5233654994737252,0.2009802817444111,0.038000550208263595,0.04934451780605593,-0.21837868699335977,-0.14028215747841066,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.539964568865681,0.7490928331562607,0.25553872715972387,0.1292556962671433,0.029081594602254165,-0.2036372683928089,-0.16795966186078584,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5484005682978637,0.7066800068333295,0.2625830655312559,0.10292575928565258,0.0626849995921483,-0.19819625597095814,-0.21120126966736397,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4338223793099266,0.5828867348071908,0.06205583370667438,-0.07116215346062608,-0.048767754560459814,0.7058375666056295,-0.20989368095269717,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.49270931969946835,0.6104807262901079,0.23498831132670303,0.06762502162035156,0.048534785090603265,-0.20032812925766044,-0.13765731597395903,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5374889714271782,0.5475586752938869,0.26939516939378033,0.07778241244010456,0.06972238975577219,-0.3158408973477875,-0.16831493758666155,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.48190314005379586,0.6780392457054792,0.232352569963843,0.07309242488601432,0.0234785628692056,-0.164340772784696,-0.1560624427536033,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5404443427984176,0.6044632711845755,0.24009371155677137,0.022943121970813808,0.009576384172195723,-0.18198689598297757,-0.12141192553666455,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.48444403392914187,0.6812600030356113,0.1956856033139459,0.06519272459427675,0.01738836012612269,-0.2446748797672336,-0.09971617096878344,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.50223373535242,0.553293380643429,0.2165426055148711,0.029041021636006015,0.04513786126473819,-0.1919511944197618,-0.09900187163509322,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.47386862367512167,0.6583657081035091,0.24290454274532602,0.05521070825116678,0.017492556376450002,-0.17512197947195002,-0.10825930455506919,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4631410821090102,0.5789402007329321,0.27767096287229626,0.035412185836067214,0.07091424059411351,-0.2902838097757857,-0.08360905240079804,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5246923420510218,0.6605273759612712,0.19220705084753878,0.08563832947899991,0.04252316165745716,-0.1574956937728495,-0.17712140134461787,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4736645897908376,0.68792513965032,0.23051637709542921,0.04895205945704276,-0.0011342795723607811,-0.11079591756940789,-0.13529119258832353,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5451056442815967,0.4860635621683748,0.21087329191163956,0.041286362060581755,0.02879915592275544,-0.2438892495026667,-0.16628238984697857,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5055275167487822,0.701520588297984,0.23697172364919447,0.0876669949536051,0.05685493404720458,-0.21163021763843276,-0.1445080100608306,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4965984810611133,0.736928615258622,0.2520872299901101,0.058711741844317364,0.07370392255731804,-0.1634539033051472,-0.15559194089589617,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5119619560398877,0.7096905412578552,0.24115519718107237,0.12376597077818702,0.02217472586916537,-0.23646023874931146,-0.17255607770547862,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4686845272785359,0.5601388448824515,0.21832557802426728,0.0070583419149053426,0.009735696526662781,-0.257287278857132,-0.08429717260643499,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4946877012268364,0.7248470415902553,0.15764572757475398,0.1273195648333211,-0.03146371217242985,-0.27937792569312914,-0.14898251952754601,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4178436183113007,0.6986500411809238,0.20877861488793575,0.11266401807291601,0.035643523102662764,-0.1415289812690483,-0.09637482399811831,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5208007559229002,0.6240533498353272,0.24554816796955234,0.07145972241028888,0.05076486219691594,-0.24223494918227892,-0.15730262292272781,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5166081818745051,0.6633540071761159,0.2636752251535964,0.09323033736041042,-0.034391892490781825,-0.30893024011920694,-0.10717872118537941,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.49101434391212445,0.5982021965611327,0.20594284804867866,0.06190573223120629,0.044502319405503026,-0.22403288100424137,-0.12778650750000037,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.47852330811352217,0.6597764373244971,0.21145624648652264,0.12463828612977919,-0.04027002609735691,-0.17671949201723489,-0.13168050451795735,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5920455140056367,0.7107301724626996,0.2290626455971102,-0.18975006169861378,0.06720370685980055,-0.5686748916808431,-0.021810495459058526,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.526624736972883,0.8338691129780088,0.2527390233767763,0.12379681945456027,0.046073314943796594,-0.17976229739216,-0.18799038635702542,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4730901275358517,0.6092126622744405,0.23068051660317979,0.06744873960765786,-0.01601762880406869,-0.2442281757924538,-0.11343616624109677,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5611516113838588,0.7385655035796882,0.23394973694056587,0.08923058220971747,0.03138186170312626,-0.23913310280077202,-0.17554393492760817,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5098616802540531,0.7043812950422997,0.22971738165303393,0.13706906466549143,-0.021065048359233448,-0.2942296589995413,-0.19084233873208617,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.39616176529815705,0.3935528640357592,0.1631185992276501,-0.10775807968408979,0.01650112014713159,-0.16714247938633223,-0.21325600451301757,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4872201440676184,0.2779993662830559,0.14164135484926263,-0.18577328129399473,0.06694166630534948,-0.22780474387315292,-0.22967377798911587,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5139743664557058,0.5057662243640034,0.22316717749168363,0.06971169816015312,-0.005014923203646493,-0.28766890483330826,-0.0981916438537992,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.49364027199103955,0.5291259353780174,0.17167604843671014,0.0427104875586588,0.030193898172019135,-0.1975553134879501,-0.15904601333317953,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5120972588232037,0.5190632629093082,0.20323410814211287,0.006040310056270292,0.02409184014321041,-0.24273945810819159,-0.13600828147498992,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4756984805215854,0.5678119533984815,0.16573397321538946,0.06222654063213474,-0.017649203157513692,-0.18101117859208335,-0.09200408567731548,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5223781688360422,0.5803064157552406,0.4670775719266577,-0.19084112505162976,-0.05575127317917671,-0.3487513680335472,-0.313949150503955,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.541734314981918,0.6375648717875152,0.46500317311699624,-0.1802209195341049,-0.06636203164696906,-0.35466586768082203,-0.3376404097971088,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5630119380617101,0.6520827932494409,0.3401128174824342,0.21452820833243508,0.054661670458359804,-0.26342290879693886,-0.30006623196748206,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.46403139601066284,0.6051335768066433,0.3804325757873641,-0.11593609834959932,-0.0699230504385605,-0.2481084062061777,-0.2910653933642048,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5605522069548938,0.7005655829009078,0.27851120848235567,0.20805973629919644,0.06790238011080482,-0.3027240997725726,-0.24385714869041675,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4535295398235252,0.6558446525691941,0.39210167005180663,0.00414585336934861,-0.01963900893725639,-0.28985304782767135,-0.21040431091905887,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5793865648622623,0.7070241086864749,0.27036821111615705,0.08716793341047749,0.07515971631107198,-0.35709372829184094,-0.2284363087169174,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.46029610152587064,0.6024396904842221,0.44226654457167863,-0.13084810083081644,-0.11610920248285976,-0.42479833696000835,-0.3022274857006969,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5859950950638985,0.5678108303920796,0.3183698876759375,0.16667595132747032,0.16998411321269236,-0.30744524710086574,-0.2569440452391568,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5581300500597777,0.5994698120740143,0.3498084769726579,0.01910504741230855,0.012329597565826344,-0.32196054884011593,-0.1470039581272089,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5503699938350095,0.6966709242816221,0.25805993259611026,0.1758928897197439,0.09360224940942337,-0.2887775691403553,-0.2804333266025262,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5737443147459851,0.7026072131404998,0.3205380073044248,0.1855144968017495,0.029391498326954053,-0.4223667114325782,-0.23082557032748668,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6387789678082287,0.7294727002526137,0.3120739421767755,0.12347061359876463,0.09336483480569123,-0.37476684733848864,-0.29275221867482826,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.47352482882778074,0.6454656533841959,0.38110403427064476,-0.0660620742223056,0.01855213143154149,-0.3075566192952647,-0.2011759446557339,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5286719687522587,0.6078193441772444,0.2930365728270117,0.1259987334964788,0.10238909850810887,-0.25437922774800875,-0.18641865478784753,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5014455405130358,0.6035246910708753,0.4462171919411674,-0.09233951059278532,-0.08658040777452744,-0.35563705816047364,-0.2328006394468886,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5631180958848574,0.695560737129409,0.3095397568353911,0.15009939075776402,0.10056868840833871,-0.2914583031911988,-0.2775548474163311,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4531420382602672,0.6252549403071641,0.4302463118334378,-0.012799974092920519,0.00296741243938755,-0.2887211467909932,-0.19264403279023662,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5736071760041321,0.6841982345564824,0.30157041778544136,0.11850970383307337,0.023081969218878066,-0.2605706520290595,-0.20641579729873621,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.909051691748725,-0.15148267047469946,0.09372789089281365,-0.06557820320918056,-0.8336378581949022,-0.5893173023870802,-0.3990140556929155,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5585591285182595,-0.30717050669831236,0.04425980149526263,-0.17550964432283386,-0.6740531043821775,-0.08367139116680643,-0.1412969124848341,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5104922870783066,-0.21516777096880157,0.419345668105771,0.4094736442846855,-0.48853827994463234,-0.35975276091738045,0.04752670861435765,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.531968491987336,0.579730612617152,0.265979014737543,0.1278978314935839,-0.05122675940375779,-0.2538219529145525,-0.1817203893602678,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5196876893289194,0.33992284885745805,0.3142122453151539,0.027479093034757388,-0.5031899271154491,-0.26985528921246515,-0.27822934526608406,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5992468779499049,0.49517175730305085,0.2228195308759414,0.2090099518763075,-0.2342493392209329,-0.26789906936103347,-0.21765409470048802,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6506944410610115,-0.5271240772402919,0.1909028044283062,0.2953988702671363,-0.22814412209128493,-0.1653377620683617,0.018206189950488894,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4570806996499971,0.5127101029990608,0.3567195735802794,0.24762081041447462,0.06401117242415859,-0.30664662859627706,-0.09673959663710882,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6038303856369365,0.7316010659618235,0.29417672491305336,0.1519476597249287,0.06589052863670859,-0.3069192877522055,-0.32657824982213957,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6441711648313907,0.4027530353917478,0.30451426145535,0.22429946812674947,-0.32063352257119143,-0.3402821349707049,-0.21559834362125624,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5446391794008227,0.7134919773218388,0.2626229550057731,0.1958407010308995,0.0035528645425627332,-0.3342305648421366,-0.31806531435642005,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5625316956555758,0.5713293552971341,0.2753800697198665,-0.04124132121831232,0.04921354061783243,-0.334748337664322,-0.17169118927167037,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5452021770857817,0.7614034714834714,0.31193335221641055,0.09414741182278194,0.05962393432985467,-0.32990443268794206,-0.23941384217181055,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.495506264266006,0.6518869123593107,0.27218255062035507,-0.02387891306820535,-0.2109736280199257,-0.40814647005977145,-0.27090822555733945,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6218148183498293,0.7318459617845909,0.3332676676349861,0.2107830603598838,0.14305556908256317,-0.3067562576403106,-0.2624462055108687,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.525071584325975,0.6176643551124726,0.40993903843924895,-0.0465667681576497,-0.03055670871144282,-0.35840395956068644,-0.25683582217732726,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5293277106494585,0.725051030857286,0.36129369958050606,0.12250671684256893,0.09748869738606196,-0.27352383030827854,-0.18343991262370465,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.43409307100937006,0.6272965441652921,0.4119026364954231,-0.13431711803949647,-0.12954910830416613,-0.3143845754758918,-0.2849614067989952,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5807278855981226,0.7326485052672056,0.29962942035248524,0.1714338470739532,0.09605380173928595,-0.35063259811155206,-0.3310024035802279,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5728568025176829,0.5842218103833111,0.4105332683032474,-0.13102610918271523,-0.059712042241887586,-0.34365171472749884,-0.14901987851666915,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4812927321534308,0.6756078355946852,0.31325259169487024,0.16316932065009948,0.11490886972114253,-0.22094247909195378,-0.2760312403794327,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4843548431169841,0.5438832002564467,0.23901728566041774,0.10323359474119806,0.06556528302525155,-0.12253820015336496,-0.17247904039043455,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5296862993460325,0.6751885783886763,0.4351938170183221,-0.012422546577531245,0.07357350679591643,-0.34079019168603486,-0.11303277185965696,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5306485787015264,0.7568089833574476,0.2963694236309951,0.1532672353153359,0.10975516143016575,-0.2700744207425723,-0.27800271393752807,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5128461563003053,0.6315339789525272,0.44371184083043363,-0.20641886731930234,-0.1895673683566277,-0.250817251983858,-0.30330042897197934,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5056235342548442,0.6761676361772136,0.3137940446604079,0.18141822998683133,0.0723604182078354,-0.21387238942576597,-0.17475259415073965,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5230094163133182,0.7208601010504838,0.2312794980935633,0.16254011784465686,0.04428132432669552,-0.12574146042617432,-0.24904730493780408,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6784972118157542,0.6054105740216216,0.4450624991293301,0.04747026742515415,-0.016804029414244064,-0.511727304396148,-0.17408869703575303,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.47732305328622937,0.6384345399436724,0.31366826498816336,0.04539958506126301,0.00776884241761642,-0.202626453805705,-0.2108524278711641,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5409002066009666,0.6862772348783466,0.28998187318638147,0.10262313157623837,-0.042076362514304445,-0.21295043837673885,-0.207572825615982,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6532710538568346,0.6374385580676909,0.3574199867835261,-0.049514545324841994,0.06707305952023002,-0.3708483076811574,-0.19569772804398697,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5026387447282717,0.6830525689433513,0.2727169717688741,0.025869758443683864,0.026192939266339896,-0.16033058497909375,-0.17035524320155593,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6063696938651454,0.7654927171783927,0.3288639511559936,0.27517299321644934,0.10500648428792848,-0.2523493770525691,-0.270258387743873,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.610244343906092,0.5911103731223023,0.25440519313508186,0.03596717712587109,-0.016228725427310107,-0.2858944634333805,-0.18348606894151132,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.49900600728714023,0.7118056147357226,0.2843906906589326,0.08659754831624443,0.014900906143224087,-0.23966340539584643,-0.23315447385043686,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6171222449029635,0.7438632187229257,0.3365164062205038,-0.08484169356443412,-0.10127097811706447,-0.36062234757005357,-0.18022975188789775,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5726754076945987,0.6947531294920368,0.288113566151689,-0.09172226218583822,-0.1038310186234067,-0.39181148907668606,-0.13551729952651803,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.571946014355064,0.6899831210637651,0.3032254182498745,-0.15066343231486024,-0.0990403088321004,-0.3843813568166366,-0.11091061911798755,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.6351946984578294,0.7137628995540568,0.32983298687286167,-0.1065167625998061,-0.08142555874996751,-0.42007689370499685,-0.16591160634104563,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5423702540381594,0.8052373662952784,0.32610482161589033,-0.05941899398889119,-0.15070635531383528,-0.3869387986413929,-0.1929696271804775,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.4929567442000618,0.6882036687632791,0.28609601083278646,-0.17937982863084873,-0.11888722727504579,-0.28019423690580264,-0.1635571409805866,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.6155418581746702,0.6743373278480651,0.30410155700968544,-0.09492300695449521,-0.07273761369165242,-0.3619237009450328,-0.11052347889767311,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5515794988332553,0.7545817421716677,0.31727123546335295,-0.08592315616016265,-0.047897226012490426,-0.2845826639958343,-0.16081205122031106,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5497005059405521,0.7413742504086155,0.30698273538348403,-0.08131315125969103,-0.06542817046774155,-0.29534100655730705,-0.14696946242106756,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5617656256991157,0.6831373642123553,0.32153792608546367,-0.06330409896959917,-0.07505677814183354,-0.35616536492015927,-0.12687784891118598,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5058700595351356,0.6920689109376031,0.24181588515634905,-0.011709771278204727,-0.14539042509661554,-0.3465240214938568,-0.17338802937113154,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5759896043326603,0.7280542877673566,0.31906952970421537,-0.04075047933512474,-0.14363751746413872,-0.3427162941308652,-0.1128608282008535,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5437380153463742,0.6836733353854972,0.2558081025543485,-0.0295165759870997,-0.11453349458741,-0.3933231930060266,-0.18359427627128233,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5634212739712926,0.7320421819999001,0.36650299524779467,-0.08614753260221021,-0.1060841804018125,-0.38617991593962914,-0.14604803569132652,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5356200160855809,0.7036437876264621,0.26319110193493706,-0.09822016047579867,-0.05355995930491159,-0.28511773547925806,-0.18773013194668017,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5642943800869621,0.6441045667530605,0.28659306194647366,-0.11563880882940479,-0.0632621286879541,-0.3361268121854268,-0.13982345119597062,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5231306813293547,0.6773747889657882,0.26407842826950795,-0.1432057362314671,-0.03624629143944781,-0.3608871790335547,-0.08824090480217703,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.6217045478103429,0.8108179225965435,0.32640488058885003,-0.060677586010043645,-0.10289825810578197,-0.3636697945091395,-0.22023502944535778,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.526191689997642,0.7761771251559669,0.20742422076576478,0.010399053971099208,-0.2140281962506136,-0.4065961963015204,-0.17786536011187615,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5763060003277801,0.6970868287915839,0.33852366845660903,-0.04316183364915857,-0.09917912635895267,-0.3946449501485524,-0.2300451072762243,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.6196253868118959,0.7137298873497198,0.35003842074100094,-0.11259947508436993,-0.06720136467671015,-0.33812547156248407,-0.23098122423405493,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5996789833954977,0.7502991568667984,0.37357896220009634,-0.030096547683111253,-0.059672668097727796,-0.4526442280781145,-0.3029296504145012,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.6933030449644517,0.8421097746137574,0.26052327221542626,-0.2874552778947886,-0.1290356921528094,-0.24078045839828638,-0.15817068897151307,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5572048010437886,0.7540774306761627,0.16910715169548418,-0.22093814142428697,-0.11758816197594521,-0.05776285557912774,-0.10663156278604727,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5280468376108286,0.23028171460222063,0.2936553438103556,-0.4645943377814582,0.039963233101853,0.08050790351137724,-0.3274761013352631,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4936765781374247,0.4384402376903318,0.10367671546350649,-0.28206454476793547,-0.033833612445324006,0.04560133549978739,-0.12993038754354902,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.46979385032156923,0.8298698740094612,0.17942188290768504,-0.2140765422545112,-0.03138099159723282,0.08916527440293365,-0.20937444583180548,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6184516872697862,0.733955823821702,0.16780487863187454,-0.24041846067477285,-0.0977806059314849,-0.0825330161717811,-0.15099916183545797,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5759744127630698,0.4107648374945182,0.11098052323595908,-0.29730087732781985,-0.04482475652579134,-0.1751708337915223,-0.09058589542532511,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.49137025878442975,0.5270513233994508,0.17712872858926965,-0.21472424146157937,-0.1014315314679128,0.179418655064963,-0.24140683875754876,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5756988577955513,0.6835770443516725,0.18439138430935909,-0.3408486885733671,-0.056953899828802446,-0.028118727275235508,-0.187556086659742,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6837118112371201,0.7095438028742576,0.5845462165496033,-0.5869920878963538,-0.18011347095994662,0.3944652188611225,-0.8370630601578718,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5497400790865193,0.4661768570109189,0.16984925397699888,-0.29229138088444756,-0.02698872603600838,-0.10813277517215053,-0.16963666131255556,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5073652314770416,0.5291557846373376,0.18443324455794122,-0.254220616251936,-0.06183788707352432,0.12843625630514818,-0.2724550960237392,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.551759755734908,0.47276269180032876,0.1196990204147639,-0.3370109330517753,-0.07330927539782474,-0.04333477442550161,-0.1277601391849024,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6460571537221013,0.7664034157117636,0.16468635978651902,-0.21390386440278739,-0.10462685910073802,0.0849377207317521,-0.23676939566632565,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6198823107996166,0.8459991436567835,0.20497542948910188,-0.17901173580717117,-0.12724419863829659,0.0564711032800615,-0.3396611956110741,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5166151921845911,0.4476126101556333,0.141619568402038,-0.2877186036182313,-0.1093187158851008,-0.08944108278089719,-0.10010425027460018,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5872423330616646,0.7097318521893452,0.1860009137595934,-0.2831172480836804,-0.11569851817397771,0.23556521104458397,-0.22404655837679788,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4823241340201858,0.5783091706444558,0.19324703629502438,-0.2624615858213203,-0.020201865394139925,0.10371402836843994,-0.23577047165379605,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5394842067507871,0.7160296239748559,0.12506490345250523,-0.27465588421042675,-0.09269662092684731,0.022776728078327944,-0.2347794010409546,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5346138486734939,0.7928996389468927,0.20168558832044406,-0.3174328238228342,-0.08770877320589675,-0.06515805435625324,-0.19174277768857173,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.597697023218584,0.32611324475617454,0.38428059665797953,-0.7054009178647699,0.04576190181783716,0.4297600795030728,-1.117409865360582,Leptodactylidae,Adenomera,AdenomeraAndre,4
