MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,Family,Genus,Species,RecordID
0.5404443427984178,0.6044632711845754,0.2400937115567713,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4844440339291418,0.6812600030356111,0.19568560331394594,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.50223373535242,0.553293380643429,0.21654260551487117,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4738686236751216,0.658365708103509,0.242904542745326,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4631410821090103,0.5789402007329322,0.2776709628722963,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5246923420510219,0.6605273759612713,0.19220705084753875,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4736645897908376,0.6879251396503201,0.23051637709542921,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5451056442815968,0.4860635621683747,0.2108732919116395,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5055275167487822,0.701520588297984,0.23697172364919455,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4965984810611134,0.7369286152586221,0.25208722999011,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5119619560398878,0.7096905412578549,0.24115519718107242,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4686845272785358,0.5601388448824518,0.21832557802426733,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.49468770122683636,0.7248470415902555,0.15764572757475395,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4178436183113007,0.6986500411809237,0.20877861488793567,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5208007559229002,0.6240533498353271,0.2455481679695523,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5166081818745052,0.663354007176116,0.2636752251535964,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.49101434391212445,0.5982021965611327,0.20594284804867863,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.47852330811352217,0.6597764373244972,0.21145624648652261,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5920455140056367,0.7107301724626996,0.2290626455971102,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5266247369728829,0.8338691129780089,0.25273902337677623,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4730901275358518,0.6092126622744405,0.23068051660317984,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5611516113838588,0.7385655035796883,0.23394973694056587,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.509861680254053,0.7043812950422996,0.2297173816530339,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.39616176529815705,0.3935528640357592,0.1631185992276501,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4872201440676184,0.2779993662830558,0.14164135484926266,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5139743664557057,0.5057662243640035,0.22316717749168363,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.49364027199103966,0.5291259353780172,0.1716760484367101,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5120972588232037,0.5190632629093084,0.20323410814211287,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4756984805215854,0.5678119533984816,0.16573397321538952,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5223781688360423,0.5803064157552407,0.46707757192665766,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5417343149819179,0.6375648717875152,0.4650031731169962,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5630119380617102,0.6520827932494409,0.3401128174824342,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.46403139601066273,0.6051335768066433,0.3804325757873641,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5605522069548938,0.7005655829009079,0.27851120848235567,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4535295398235252,0.6558446525691941,0.39210167005180663,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5793865648622624,0.7070241086864749,0.27036821111615705,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4602961015258705,0.6024396904842222,0.4422665445716786,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5859950950638984,0.5678108303920797,0.31836988767593755,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5581300500597777,0.5994698120740143,0.3498084769726578,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5503699938350094,0.6966709242816223,0.25805993259611015,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5737443147459851,0.7026072131404999,0.32053800730442483,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6387789678082286,0.7294727002526136,0.3120739421767755,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4735248288277808,0.6454656533841959,0.3811040342706447,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5286719687522589,0.6078193441772444,0.2930365728270117,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5014455405130358,0.603524691070875,0.4462171919411674,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5631180958848573,0.6955607371294091,0.3095397568353911,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4531420382602672,0.6252549403071642,0.43024631183343776,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5736071760041321,0.6841982345564828,0.3015704177854414,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.909051691748725,-0.15148267047469946,0.09372789089281362,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5585591285182596,-0.30717050669831236,0.04425980149526263,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5104922870783065,-0.21516777096880152,0.419345668105771,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.531968491987336,0.5797306126171522,0.265979014737543,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5196876893289195,0.33992284885745794,0.3142122453151539,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5992468779499049,0.4951717573030508,0.22281953087594142,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6506944410610114,-0.5271240772402921,0.1909028044283062,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.45708069964999704,0.512710102999061,0.35671957358027945,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6038303856369366,0.7316010659618233,0.2941767249130534,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6441711648313908,0.4027530353917478,0.30451426145535,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5446391794008227,0.7134919773218387,0.26262295500577315,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5625316956555759,0.571329355297134,0.2753800697198665,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5452021770857813,0.7614034714834714,0.31193335221641055,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4955062642660061,0.6518869123593106,0.2721825506203552,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6218148183498293,0.7318459617845912,0.33326766763498616,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5250715843259751,0.6176643551124728,0.409939038439249,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5293277106494586,0.7250510308572861,0.36129369958050594,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4340930710093701,0.6272965441652922,0.41190263649542314,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5807278855981226,0.7326485052672056,0.29962942035248524,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5728568025176829,0.584221810383311,0.41053326830324743,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.48129273215343077,0.6756078355946853,0.31325259169487024,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.48435484311698407,0.5438832002564467,0.23901728566041766,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5296862993460326,0.6751885783886762,0.43519381701832205,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5306485787015265,0.7568089833574475,0.29636942363099517,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5128461563003053,0.6315339789525273,0.4437118408304336,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.505623534254844,0.6761676361772139,0.3137940446604079,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5230094163133183,0.7208601010504838,0.23127949809356335,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6784972118157542,0.6054105740216216,0.44506249912933016,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.47732305328622937,0.6384345399436722,0.3136682649881634,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5409002066009665,0.6862772348783464,0.28998187318638147,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6532710538568345,0.6374385580676911,0.3574199867835261,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5026387447282719,0.6830525689433512,0.2727169717688741,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6063696938651454,0.7654927171783926,0.32886395115599365,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.610244343906092,0.5911103731223022,0.25440519313508186,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4990060072871402,0.7118056147357226,0.28439069065893247,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6171222449029634,0.743863218722926,0.3365164062205038,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5726754076945986,0.6947531294920368,0.2881135661516889,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5719460143550639,0.689983121063765,0.3032254182498745,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.6351946984578294,0.7137628995540566,0.32983298687286167,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5423702540381595,0.8052373662952785,0.3261048216158903,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.49295674420006186,0.6882036687632791,0.28609601083278646,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.6155418581746702,0.6743373278480651,0.3041015570096854,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5515794988332553,0.7545817421716676,0.31727123546335295,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.549700505940552,0.7413742504086154,0.3069827353834841,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5617656256991156,0.6831373642123554,0.3215379260854637,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5058700595351358,0.692068910937603,0.241815885156349,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5759896043326602,0.7280542877673566,0.3190695297042153,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5437380153463742,0.6836733353854972,0.2558081025543485,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5634212739712927,0.7320421819998999,0.3665029952477947,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5356200160855811,0.703643787626462,0.2631911019349371,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5642943800869622,0.6441045667530603,0.2865930619464737,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5231306813293547,0.6773747889657881,0.26407842826950795,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.621704547810343,0.8108179225965435,0.32640488058885,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5261916899976418,0.776177125155967,0.20742422076576478,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5763060003277802,0.697086828791584,0.3385236684566091,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.6196253868118958,0.7137298873497198,0.350038420741001,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5996789833954977,0.7502991568667985,0.37357896220009634,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.6933030449644518,0.8421097746137575,0.2605232722154263,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5572048010437884,0.7540774306761631,0.16910715169548424,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5280468376108286,0.2302817146022206,0.2936553438103555,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4936765781374246,0.4384402376903317,0.10367671546350646,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4697938503215693,0.8298698740094612,0.17942188290768502,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6184516872697863,0.7339558238217019,0.1678048786318745,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5759744127630698,0.41076483749451814,0.11098052323595906,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4913702587844298,0.5270513233994507,0.17712872858926962,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5756988577955513,0.6835770443516727,0.18439138430935903,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6837118112371199,0.7095438028742576,0.5845462165496031,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5497400790865195,0.466176857010919,0.16984925397699885,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5073652314770416,0.5291557846373375,0.1844332445579412,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5517597557349081,0.4727626918003287,0.11969902041476385,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6460571537221012,0.7664034157117635,0.16468635978651908,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6198823107996165,0.8459991436567836,0.2049754294891019,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5166151921845911,0.4476126101556333,0.14161956840203796,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5872423330616646,0.7097318521893452,0.18600091375959335,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4823241340201858,0.5783091706444556,0.19324703629502438,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5394842067507871,0.7160296239748556,0.1250649034525053,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5346138486734937,0.7928996389468927,0.20168558832044398,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.597697023218584,0.3261132447561746,0.3842805966579796,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4516627883400889,0.46493369855075195,0.21479272965808094,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.46454792767986774,0.6298090020455615,0.18204628957351557,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5524363758664474,0.6881423106474441,0.22201889783163697,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4049547691381038,0.3026499890421208,0.20411193815370365,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5182798062080258,0.6081330395337966,0.18067319168699147,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4189699628710009,0.28902012149775164,0.2109582198026462,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5788900623950178,0.6785659527052209,0.13936983102031997,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5025246891871447,0.49198148733494323,0.133234394253257,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4834588397812227,0.5331986353377497,0.11940723709462558,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5083786574986214,0.3060036384755796,0.2837186354200447,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5985543842408004,0.6971492316169574,0.15971140166752917,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.41672076138313974,0.2173826196374854,0.2175577011676025,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5163091193556527,0.6016461773087902,0.15772884030368586,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5362001861644216,0.664405633370806,0.14412338368864902,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4605753058412806,0.5404640252545094,0.13180373199424084,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.42228825475139975,0.3440619789399693,0.1487087653213806,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5972451581347528,0.6997250127851335,0.19767283505294536,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5885863124537668,0.43053202540157026,0.31413700353547114,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6225066668354915,0.3016526212190918,0.2703110945732099,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5047951672019064,0.6574510917329416,0.2060663521578504,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5822323103956377,0.01636916736477824,0.15085002707705275,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6147844401952601,0.6626965899937257,0.08035045506573557,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5819565019530906,0.7501977918826797,0.2694353670733166,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.3987113718568064,0.32220257658126955,0.18331876227529903,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5429895974859563,0.7715752329152759,0.1602332838663214,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4851871828947546,0.6338400453539675,0.11533678348670282,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.49569318889183395,0.627650340389424,0.19860845426287804,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5725803503665388,0.7612256466724411,0.1793555845989545,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4740635667594453,0.4959910091078866,0.1720729925312665,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5059198575812464,0.6095315197132143,0.1582203078715177,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4569739585537135,0.5251717858122248,0.0942358332834681,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.42329369190298016,0.3938707389159871,0.16454088477085357,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5579656052960634,0.8294986083749016,0.12871471440828458,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.43997564428808955,0.412036043638002,0.21454595141374092,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5518519686318094,0.7746206916319336,0.10258963851279612,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.3670509168966679,0.6114773225555526,0.15815701410809985,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5841667725790964,0.6602763967804489,0.17193760879563225,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4432518279654142,0.42231802285029385,0.242677131293989,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.44670352159101445,0.6439406948151514,0.1728036014868385,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5821507403869937,0.6077506232681749,0.1047843492907437,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5185950959687312,0.642771062770554,0.14904154647134038,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4404461827150913,0.4073878005557657,0.26472787346617355,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5798877725846397,0.7544467339784577,0.10650622169293644,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4482923851462016,0.44411439733866054,0.3003453469106845,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5107082149613367,0.78325885927921,0.1656232075455773,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.46169031707783437,0.5370438106528921,0.3465016605612995,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5205094974028355,0.766123129542941,0.12306135586417793,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5234804743744981,0.7260953811863811,0.1785703559628938,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5740236196080091,0.8039741459984127,0.14077237433057493,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.3734272280701358,0.7918933837716401,0.1691771229370606,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5312520956242319,0.7703168663701949,0.15801720103648295,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5742869290879891,0.6771074841957152,0.03892449073024412,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6234425279421871,0.6956271794561248,0.1306760152961654,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6485353299945571,0.7507594879602568,0.0949850806769531,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5945552216962096,0.7500783447495023,0.13746617710590597,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5269815065864262,0.7963685687033037,0.08290057024065,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6218376526895876,0.8507570627873726,0.1098136863618927,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6034233829503457,0.8206890311815231,0.13999888611270583,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5980443848090418,0.6801983242149139,0.14007601075757425,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6136927596443964,0.7659443675879973,0.15057661580532333,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6540571061559349,0.8112917054732776,0.15504156100974353,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6191135524506699,0.787837375566774,0.09228964409412005,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4416339729819704,0.5414009519431567,0.3599791489612913,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6702573541381885,0.7841991369135347,0.13417432498718013,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.554632653072721,0.7381264450605518,0.12328518416570206,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5805188825511027,0.7204661288994719,0.12735086860855954,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5829295537441462,0.7263431960694067,0.0957941345033041,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6500361598229752,0.7651695687469018,0.4983563348162875,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.7476983832020839,0.9107036541611766,0.4943201123446396,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6048846187073387,0.8633448908592959,0.5003517930299979,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6632552928046579,0.876873519957053,0.5314305033100671,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6432928943922727,0.8274556424038125,0.4796946483378828,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.5656211584408262,0.815318845215764,0.5944100168496189,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6164940499587837,0.9183815131267561,0.5629882637422737,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6083919745370509,0.7297438466543746,0.5038566936457018,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6379785599104315,0.7907599022809987,0.48500139489765554,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.5718510955699905,0.8031712991830585,0.45172496728752193,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6033317528997556,0.8574288813901279,0.518176284094947,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.5945106072692427,0.71595954738037,0.4601164240924469,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6366459535436332,0.7719883378802942,0.46812278084260167,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6317426078582487,0.878364822094745,0.5468297559061844,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6670496912042942,0.9185436127440251,0.5464677925961372,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6437675518444629,0.813631780500363,0.5358687049612069,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.677642351081888,0.8827127276337078,0.4936156533556832,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6463155053446537,0.9050708996481543,0.525511277207299,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.682369875433163,0.8702488777117985,0.5060929024496498,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6111470979767606,0.9372894066728638,0.512679206579141,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6188684551950047,0.9025995095594979,0.5193022484453219,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6165031294031948,0.8310220433313456,0.47685190686349654,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.5789703222558429,0.8970989242677012,0.4241888148962312,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.625332458042979,0.6981323928355603,0.47640943964848714,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6073946174934756,0.7232755116922811,0.3319238746684251,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.37469832019946625,0.17900165964982592,0.14121512989569074,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.6039000763130393,0.7262548518497527,0.3134271822611572,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.3634584822982283,0.16959189985591205,0.12618208837448355,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.5444391108609116,0.8166786127510527,0.29004165471128046,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.44811720900142105,0.509062245307527,0.20128092155021565,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.40629163498330656,0.4010379161181845,0.19412939893738732,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.47314795362291784,0.7334859197269448,0.23162038848238634,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.38930845053542235,0.19381442226636492,0.08560810779169405,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.4062489496825537,0.35687259372990343,0.19100080951152656,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.4739015008947227,0.6318119312620509,0.2266780034076002,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.3662714617192305,0.12089122896310489,0.10133934716398496,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.6228040778397453,0.6267324101837307,0.282476878304349,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.39367048096138585,0.40011423765680676,0.18831271703505853,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.42468121292605765,0.4866256406860141,0.1734200730352622,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.3650176228539691,0.2073146961983941,0.1472778720500662,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.5775699518081934,0.6748495171557528,0.2826777690660456,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.47714201194306927,0.7313584281708175,0.2430129450292487,Leptodactylidae,Adenomera,AdenomeraAndre,6
