MFCCs_ 1,MFCCs_ 2,Family,Genus,Species,RecordID
0.50223373535242,0.553293380643429,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4738686236751216,0.6583657081035091,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.46314108210901034,0.5789402007329322,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5246923420510219,0.6605273759612713,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.47366458979083753,0.6879251396503201,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5451056442815968,0.48606356216837476,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5055275167487822,0.701520588297984,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4965984810611133,0.7369286152586221,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5119619560398877,0.709690541257855,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.46868452727853593,0.5601388448824518,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.49468770122683636,0.7248470415902555,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4178436183113007,0.6986500411809237,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5208007559229002,0.6240533498353271,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5166081818745052,0.663354007176116,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.49101434391212445,0.5982021965611327,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.47852330811352217,0.6597764373244972,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5920455140056367,0.7107301724626995,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5266247369728829,0.833869112978009,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4730901275358518,0.6092126622744404,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5611516113838588,0.7385655035796883,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5098616802540531,0.7043812950422995,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.39616176529815705,0.3935528640357591,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4872201440676184,0.2779993662830558,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5139743664557057,0.5057662243640035,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4936402719910396,0.5291259353780172,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5120972588232036,0.5190632629093084,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4756984805215854,0.5678119533984816,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5223781688360423,0.5803064157552407,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5417343149819179,0.6375648717875152,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5630119380617102,0.6520827932494409,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.46403139601066273,0.6051335768066433,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5605522069548938,0.7005655829009079,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4535295398235253,0.6558446525691941,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5793865648622624,0.7070241086864749,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.46029610152587064,0.6024396904842222,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5859950950638984,0.5678108303920797,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5581300500597777,0.5994698120740143,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5503699938350094,0.6966709242816223,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5737443147459851,0.7026072131404999,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6387789678082286,0.7294727002526136,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4735248288277808,0.6454656533841959,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5286719687522589,0.6078193441772444,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5014455405130358,0.6035246910708749,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5631180958848573,0.6955607371294091,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.45314203826026717,0.6252549403071642,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5736071760041321,0.6841982345564828,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.909051691748725,-0.1514826704746995,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5585591285182596,-0.30717050669831236,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5104922870783065,-0.21516777096880152,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.531968491987336,0.5797306126171521,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5196876893289195,0.33992284885745794,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5992468779499049,0.4951717573030508,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6506944410610114,-0.5271240772402921,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.45708069964999704,0.512710102999061,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6038303856369366,0.7316010659618233,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6441711648313908,0.4027530353917478,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5446391794008227,0.7134919773218387,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5625316956555758,0.5713293552971341,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5452021770857813,0.7614034714834714,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4955062642660061,0.6518869123593106,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6218148183498293,0.7318459617845912,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.525071584325975,0.6176643551124728,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5293277106494586,0.7250510308572861,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4340930710093701,0.6272965441652922,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5807278855981226,0.7326485052672056,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5728568025176829,0.584221810383311,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4812927321534307,0.6756078355946852,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4843548431169842,0.5438832002564467,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5296862993460326,0.6751885783886763,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5306485787015265,0.7568089833574475,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5128461563003053,0.6315339789525272,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.505623534254844,0.6761676361772139,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5230094163133182,0.7208601010504838,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6784972118157542,0.6054105740216216,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4773230532862294,0.6384345399436722,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5409002066009665,0.6862772348783464,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6532710538568346,0.637438558067691,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5026387447282719,0.6830525689433512,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6063696938651454,0.7654927171783926,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.610244343906092,0.5911103731223022,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4990060072871402,0.7118056147357226,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6171222449029634,0.743863218722926,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5726754076945986,0.6947531294920368,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5719460143550639,0.689983121063765,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.6351946984578295,0.7137628995540566,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5423702540381594,0.8052373662952785,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.4929567442000618,0.6882036687632791,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.6155418581746702,0.6743373278480651,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5515794988332554,0.7545817421716676,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.549700505940552,0.7413742504086154,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5617656256991156,0.6831373642123554,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5058700595351356,0.692068910937603,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5759896043326602,0.7280542877673566,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5437380153463743,0.6836733353854973,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5634212739712927,0.7320421819999,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5356200160855811,0.7036437876264621,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5642943800869622,0.6441045667530603,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5231306813293546,0.6773747889657881,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.6217045478103429,0.8108179225965436,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5261916899976418,0.776177125155967,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5763060003277802,0.697086828791584,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.6196253868118958,0.7137298873497198,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5996789833954979,0.7502991568667985,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.6933030449644518,0.8421097746137575,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5572048010437884,0.7540774306761631,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5280468376108286,0.23028171460222063,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4936765781374246,0.43844023769033175,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.46979385032156923,0.8298698740094612,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6184516872697863,0.7339558238217019,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5759744127630698,0.4107648374945182,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.49137025878442975,0.5270513233994507,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5756988577955513,0.6835770443516725,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6837118112371199,0.7095438028742576,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5497400790865195,0.466176857010919,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5073652314770416,0.5291557846373375,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5517597557349081,0.47276269180032876,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6460571537221012,0.7664034157117634,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6198823107996165,0.8459991436567837,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5166151921845911,0.44761261015563325,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5872423330616646,0.7097318521893452,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4823241340201858,0.5783091706444556,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.539484206750787,0.7160296239748556,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5346138486734937,0.7928996389468929,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5976970232185839,0.32611324475617465,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4516627883400889,0.46493369855075195,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.46454792767986774,0.6298090020455613,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5524363758664474,0.688142310647444,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4049547691381038,0.3026499890421207,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5182798062080258,0.6081330395337967,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4189699628710009,0.2890201214977516,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5788900623950177,0.678565952705221,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5025246891871447,0.49198148733494323,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4834588397812227,0.5331986353377498,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5083786574986214,0.3060036384755796,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5985543842408003,0.6971492316169574,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.41672076138313974,0.2173826196374854,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5163091193556526,0.6016461773087902,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5362001861644216,0.6644056333708059,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.46057530584128065,0.5404640252545093,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.42228825475139975,0.34406197893996926,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5972451581347529,0.6997250127851335,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5885863124537667,0.43053202540157043,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6225066668354914,0.30165262121909175,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5047951672019065,0.6574510917329416,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5822323103956377,0.01636916736477824,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.61478444019526,0.6626965899937258,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5819565019530905,0.7501977918826797,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.39871137185680633,0.32220257658126955,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5429895974859562,0.7715752329152759,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4851871828947546,0.6338400453539677,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.49569318889183395,0.6276503403894241,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5725803503665388,0.7612256466724412,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4740635667594453,0.4959910091078866,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5059198575812464,0.6095315197132143,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4569739585537135,0.5251717858122247,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.42329369190298016,0.3938707389159871,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5579656052960633,0.8294986083749016,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.43997564428808955,0.412036043638002,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5518519686318093,0.7746206916319336,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.36705091689666797,0.6114773225555526,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5841667725790964,0.660276396780449,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4432518279654142,0.42231802285029385,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.44670352159101445,0.6439406948151514,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5821507403869937,0.6077506232681749,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5185950959687312,0.6427710627705541,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4404461827150913,0.4073878005557656,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5798877725846397,0.7544467339784577,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4482923851462016,0.44411439733866054,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5107082149613367,0.78325885927921,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.46169031707783437,0.5370438106528921,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5205094974028354,0.766123129542941,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.523480474374498,0.7260953811863811,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5740236196080091,0.8039741459984127,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.37342722807013584,0.7918933837716402,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5312520956242319,0.7703168663701949,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5742869290879891,0.677107484195715,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6234425279421871,0.6956271794561248,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6485353299945571,0.7507594879602568,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5945552216962096,0.7500783447495023,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5269815065864261,0.7963685687033037,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6218376526895876,0.8507570627873725,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6034233829503456,0.8206890311815231,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5980443848090418,0.6801983242149139,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6136927596443964,0.7659443675879972,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6540571061559349,0.8112917054732776,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6191135524506698,0.7878373755667741,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4416339729819704,0.5414009519431567,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6702573541381885,0.7841991369135347,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5546326530727209,0.7381264450605519,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5805188825511027,0.7204661288994719,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5829295537441462,0.7263431960694066,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6500361598229752,0.7651695687469018,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.7476983832020839,0.9107036541611766,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6048846187073385,0.8633448908592958,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.663255292804658,0.876873519957053,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6432928943922727,0.8274556424038124,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.5656211584408262,0.815318845215764,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6164940499587837,0.9183815131267561,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6083919745370507,0.7297438466543746,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6379785599104315,0.7907599022809986,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.5718510955699905,0.8031712991830585,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6033317528997556,0.857428881390128,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.5945106072692427,0.71595954738037,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6366459535436332,0.7719883378802942,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6317426078582487,0.8783648220947451,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6670496912042941,0.9185436127440251,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.643767551844463,0.8136317805003631,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6776423510818879,0.8827127276337078,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6463155053446537,0.9050708996481543,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.682369875433163,0.8702488777117985,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6111470979767606,0.9372894066728639,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6188684551950048,0.9025995095594979,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6165031294031951,0.8310220433313456,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.5789703222558429,0.8970989242677012,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.625332458042979,0.6981323928355603,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6073946174934756,0.7232755116922811,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.3746983201994663,0.17900165964982592,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.6039000763130393,0.7262548518497527,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.3634584822982283,0.16959189985591205,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.5444391108609116,0.8166786127510527,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.44811720900142105,0.5090622453075269,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.40629163498330656,0.4010379161181845,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.4731479536229178,0.7334859197269448,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.3893084505354224,0.1938144222663649,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.4062489496825537,0.35687259372990343,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.4739015008947227,0.6318119312620509,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.3662714617192305,0.12089122896310489,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.6228040778397453,0.6267324101837308,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.39367048096138585,0.4001142376568067,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.4246812129260576,0.4866256406860141,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.3650176228539691,0.2073146961983941,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.5775699518081934,0.6748495171557529,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.47714201194306927,0.7313584281708176,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.41631927701883575,0.3322865775690475,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.4275965364289317,0.3239567700112931,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.40360645549995655,0.4417641314989218,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.5668502059217989,0.750922540154503,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.39627822212347447,0.22554819451941943,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.5251349478498222,0.7996426498132145,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.38504579065486466,0.23695063511768147,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.4635344284513007,0.6989253599249509,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.4388614735667764,0.43816777692083997,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.4622857859157259,0.3523415174721166,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.564650557374882,0.8072657017760813,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.4187073470781457,0.356259443139994,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.5886500965095822,0.757656454553959,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.4580936526439344,0.4138768894790331,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.5377387749215091,0.8489749212495203,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.39298604209042465,0.29930490123756903,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.4410185350416598,0.569801974396714,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.5724375890743867,0.524068282425799,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.4783269733932718,0.5649199774368517,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.6795072156200672,0.6141948630321593,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.43221313454466015,0.24352496969862258,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.40935727798546395,0.3020389652536285,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.5673860420140329,0.4719502865546299,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.4393377683016779,0.44349917925082,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.3644665224858541,0.30751131448233415,Leptodactylidae,Adenomera,AdenomeraAndre,6
0.37102413395787204,0.6811840615734964,Leptodactylidae,Adenomera,AdenomeraAndre,7
0.4271318675356429,0.6172132635836528,Leptodactylidae,Adenomera,AdenomeraAndre,7
0.38035831628200223,0.7194383226737608,Leptodactylidae,Adenomera,AdenomeraAndre,7
0.3946832085536313,0.7708379092464777,Leptodactylidae,Adenomera,AdenomeraAndre,7
0.3440241675200162,0.7570268723756961,Leptodactylidae,Adenomera,AdenomeraAndre,7
0.36808895511631434,0.6905799484036248,Leptodactylidae,Adenomera,AdenomeraAndre,7
0.36603068601441524,0.670028271038439,Leptodactylidae,Adenomera,AdenomeraAndre,7
0.2926068893549171,0.6496131221570047,Leptodactylidae,Adenomera,AdenomeraAndre,7
0.3200206737179309,0.5657811746943798,Leptodactylidae,Adenomera,AdenomeraAndre,7
0.30217004021486527,0.6645564320714558,Leptodactylidae,Adenomera,AdenomeraAndre,7
0.31743358670483723,0.4946747388393875,Leptodactylidae,Adenomera,AdenomeraAndre,7
0.45091771681954834,0.6118221384505989,Leptodactylidae,Adenomera,AdenomeraAndre,7
0.37493581034573076,0.6080512809758813,Leptodactylidae,Adenomera,AdenomeraAndre,7
0.38163553776188974,0.631128201038644,Leptodactylidae,Adenomera,AdenomeraAndre,7
0.2986005590280812,0.6051275452003824,Leptodactylidae,Adenomera,AdenomeraAndre,7
0.2670365057814676,0.5466582396158274,Leptodactylidae,Adenomera,AdenomeraAndre,7
0.3849072693739063,0.5369044294997373,Leptodactylidae,Adenomera,AdenomeraAndre,7
0.7522006484512066,-0.08706000574420628,Leptodactylidae,Adenomera,AdenomeraAndre,8
0.7853950975165745,-0.11630847765961402,Leptodactylidae,Adenomera,AdenomeraAndre,8
0.7968675017810253,-0.25651749708317245,Leptodactylidae,Adenomera,AdenomeraAndre,8
0.7279239190946699,-0.061881152195995576,Leptodactylidae,Adenomera,AdenomeraAndre,8
0.8552985588970088,-0.22997767476916164,Leptodactylidae,Adenomera,AdenomeraAndre,8
0.870604639054775,-0.42206478784911317,Leptodactylidae,Adenomera,AdenomeraAndre,8
0.8287881028402139,-0.11739860409132025,Leptodactylidae,Adenomera,AdenomeraAndre,8
0.8707664321390257,-0.17248695030176506,Leptodactylidae,Adenomera,AdenomeraAndre,8
0.74051792050675,-0.1464698613171765,Leptodactylidae,Adenomera,AdenomeraAndre,8
0.8342967943457433,-0.1492783690364767,Leptodactylidae,Adenomera,AdenomeraAndre,8
